Iteration,Execution Time (ms)
1,12.8969
2,5.282
3,5.3479
4,5.603
5,5.5935
6,5.8945
7,5.3696
8,5.8563
9,4.7045
10,4.6483
11,5.4297
12,5.026
13,5.2627
14,5.0166
15,5.5614
16,5.5324
17,5.5495
18,6.024
19,5.1499
20,4.1924
21,4.1767
22,4.9298
23,4.7599
24,4.9164
25,4.6735
26,4.276
27,4.259
28,4.9206
29,4.5893
30,6.0214
31,5.0061
32,5.0539
33,4.5564
34,25.2048
35,11.1911
36,10.0721
37,9.8924
38,9.5973
39,10.567
40,37.6032
41,12.8018
42,13.6016
43,14.5204
44,15.0385
45,14.8856
46,15.5514
47,16.6741
48,15.1712
49,16.0557
50,15.7001
51,15.8965
52,16.0406
53,23.5741
54,2226.7133
55,22.8784
56,12.3929
57,1808.1478
58,13.357
59,12.875
60,13.0112
61,12.5563
62,2085.4812
63,12.229
64,12.2506
65,12.308
66,12.1432
67,11.6246
68,11.6764
69,14.2439
70,11.5486
71,11.712
72,12.1936
73,13.7169
74,12.3358
75,13.1775
76,12.5699
77,13.4913
78,12.8312
79,12.9749
80,12.5411
81,11.9478
82,13.0756
83,13.2124
84,13.2352
85,13.3804
86,13.7061
87,16.3569
88,31.9436
89,66.7979
90,14.2052
91,14.5614
92,15.1737
93,14.4321
94,14.1964
95,14.1199
96,17.1416
97,18.0273
98,18.204
99,17.9125
100,18.2019
101,18.4375
102,19.3239
103,19.3323
104,19.1105
105,31.1214
106,21.4255
107,257.1672
108,19.9888
109,20.2894
110,68.2572
111,19.5761
112,19.3334
113,19.6675
114,20.2348
115,19.3028
116,25.5174
117,20.6643
118,19.1962
119,21.0883
120,22.7107
121,20.9703
122,21.349
123,20.2201
124,20.3779
125,19.3079
126,20.7136
127,19.6508
128,19.8314
129,23.8791
130,25.6924
131,23.4489
132,24.5305
133,28.9646
134,28.8302
135,67.8062
136,89.7994
137,2804.6749
138,28.7401
139,29.8487
140,28.5102
141,30.9397
142,29.6118
143,26.1374
144,29.0277
145,28.8219
146,30.6896
147,33.3063
148,26.8108
149,25.5458
150,70.6774
151,70.7094
152,29.1136
153,33.1674
154,26.7808
155,26.1136
156,26.4791
157,26.5526
158,29.2445
159,26.8578
160,31.044
161,28.5388
162,28.4755
163,29.2706
164,29.0294
165,27.6191
166,38.6576
167,30.8143
168,27.5679
169,29.2713
170,31.1125
171,29.7136
172,27.6325
173,31.4575
174,27.9981
175,27.9711
176,28.2569
177,28.5145
178,29.0178
179,29.6669
180,35.8044
181,38.8995
182,34.7415
183,36.9753
184,33.4782
185,69.9644
186,98.7281
187,58.111
188,1703.219
189,4053.8016
190,57.3278
191,37.007
192,76.8885
193,57.4883
194,41.7435
195,43.4684
196,42.8094
197,43.5378
198,44.0348
199,43.1756
200,94.2801
201,103.5662
202,48.7205
203,48.1888
204,74.6946
205,51.4735
206,52.145
207,49.8825
208,66.9736
209,48.6751
210,48.261
211,53.9928
212,49.9452
213,56.0376
214,48.4694
215,50.1023
216,50.011
217,68.4213
218,48.3838
219,54.4172
220,51.194
221,63.7488
222,51.384
223,64.1944
224,52.8952
225,52.9777
226,53.91
227,54.1398
228,54.0087
229,92.5052
230,46.9652
231,47.315
232,48.0628
233,58.0239
234,73.9889
235,127.6099
236,94.1119
237,122.6625
238,78.5286
239,66.6315
240,184.6793
241,205.3264
242,509.6882
243,60.6181
244,521.6149
245,73.9265
246,4511.2173
247,536.8356
248,59.1046
249,60.6991
250,61.3119
251,60.507
252,209.6709
253,194.122
254,129.2755
255,230.5559
256,587.4972
257,59.627
258,60.6267
259,129.7037
260,95.7619
261,2259.6403
262,137.6952
263,2271.147
264,4419.3702
265,133.9176
266,66.9638
267,118.3665
268,94.9996
269,93.2375
270,103.9353
271,95.7004
272,58.0485
273,58.1546
274,58.2595
275,58.1396
276,59.9516
277,59.2873
278,90.6677
279,58.3403
280,96.5647
281,62.5754
282,113.2282
283,102.2057
284,58.3525
285,59.0439
286,57.9701
287,58.8528
288,58.4951
289,60.9881
290,65.1351
291,126.8488
292,65.9778
293,105.0765
294,107.5612
295,61.9068
296,60.2003
297,65.6025
298,60.9844
299,62.5002
300,60.6236
301,60.9041
302,149.244
303,65.0832
304,64.3063
305,150.9573
306,150.6957
307,1421.0633
308,151.0101
309,158.6281
310,68.3555
311,67.3345
312,202.0986
313,84.1842
314,104.4453
315,103.8993
316,103.6551
317,108.9824
318,107.1812
319,109.3667
320,69.2732
321,68.01
322,69.4294
323,71.3902
324,72.8292
325,93.048
326,76.1544
327,77.6871
328,76.698
329,102.4317
330,71.7227
331,71.8837
332,74.6844
333,73.3823
334,71.928
335,71.8533
336,71.26
337,69.933
338,74.846
339,74.679
340,87.0741
341,76.1796
342,73.3056
343,69.8637
344,70.5079
345,71.4859
346,83.5964
347,73.5248
348,72.6031
349,72.7688
350,76.7437
351,71.4669
352,76.1532
353,85.9081
354,69.0232
355,73.005
356,69.2972
357,69.275
358,78.2262
359,76.1764
360,73.0244
361,85.7052
362,95.1213
363,99.9869
364,74.9498
365,115.2003
366,81.2472
367,5159.4476
368,83.3546
369,82.3795
370,124.0375
371,92.0907
372,78.9948
373,89.1607
374,103.3308
375,100.398
376,107.6256
377,98.0333
378,91.1733
379,103.1825
380,110.7386
381,110.9974
382,90.5652
383,93.5474
384,106.9349
385,78.0097
386,78.8941
387,78.2949
388,76.7391
389,97.3263
390,75.6897
391,82.1613
392,90.342
393,74.7801
394,76.4611
395,90.7475
396,88.9906
397,107.4403
398,113.9794
399,100.1313
400,106.0973
401,96.0415
402,76.7056
403,79.7962
404,74.5094
405,75.4098
406,74.8254
407,74.5515
408,77.7549
409,75.6123
410,73.909
411,74.7211
412,121.8621
413,125.8246
414,160.5631
415,133.7002
416,143.4985
417,145.8494
418,146.0911
419,172.51
420,173.0399
421,168.1806
422,163.1902
423,171.3759
424,88.2074
425,88.6886
426,86.2153
427,78.8742
428,80.1064
429,98.8059
430,75.871
431,79.2004
432,86.2604
433,86.0845
434,74.8992
435,130.6548
436,122.7927
437,119.5885
438,173.9083
439,148.0953
440,151.842
441,126.4501
442,139.8007
443,123.6209
444,125.7364
445,124.971
446,120.6615
447,123.8856
448,150.578
449,169.4614
450,165.1267
451,150.9337
452,144.4468
453,164.7158
454,162.3145
455,80.9665
456,77.172
457,75.5467
458,78.5145
459,78.6799
460,77.1452
461,83.7388
462,159.6624
463,77.7841
464,83.7007
465,75.2073
466,75.0993
467,80.3227
468,75.4733
469,75.1036
470,76.4192
471,73.0868
472,75.7965
473,84.8139
474,77.3765
475,120.0056
476,76.3798
477,80.5029
478,79.158
479,138.7732
480,125.2452
481,115.917
482,75.4075
483,101.5712
484,85.7242
485,78.5623
486,79.1093
487,134.9989
488,147.9758
489,167.417
490,143.322
491,154.3065
492,83.6365
493,82.2426
494,95.1632
495,157.4104
496,176.7866
497,163.8732
498,203.8343
499,87.3086
500,85.3945
501,94.7259
502,85.3883
503,82.1653
504,86.1365
505,136.4037
506,131.426
507,83.4414
508,85.129
509,134.3954
510,124.855
511,126.1308
512,123.4281
513,78.4949
514,78.2104
515,79.0143
516,128.8815
517,75.0072
518,75.5164
519,83.0792
520,135.2221
521,81.9994
522,131.8929
523,132.1342
524,78.0581
525,139.7584
526,122.9161
527,142.234
528,129.4372
529,144.9299
530,76.327
531,109.2123
532,116.2465
533,74.3234
534,74.1975
535,81.925
536,98.4422
537,87.5027
538,81.3896
539,194.1116
540,152.8152
541,91.3541
542,75.2904
543,73.9916
544,74.0813
545,88.9045
546,77.2822
547,76.6438
548,76.4626
549,78.0392
550,76.3961
551,90.2428
552,76.5681
553,76.9836
554,74.4873
555,74.9935
556,74.6284
557,73.5372
558,71.4967
559,75.7923
560,78.5749
561,74.0847
562,74.5588
563,80.7703
564,73.2718
565,69.5149
566,69.1659
567,70.1146
568,69.4995
569,69.1658
570,70.532
571,73.1512
572,72.0541
573,72.8882
574,72.0338
575,70.0521
576,79.2821
577,70.9964
578,98.554
579,70.0618
580,100.9705
581,96.292
582,94.4019
583,95.8086
584,92.7481
585,98.291
586,106.0396
587,96.5096
588,99.3349
589,101.1877
590,103.2892
591,98.1894
592,95.9992
593,99.6721
594,100.8814
595,102.9901
596,103.7433
597,70.166
598,64.3664
599,63.3633
600,100.1133
601,621.2617
602,75.8154
603,632.0523
604,65.3317
605,212.3341
606,67.4534
607,212.9372
608,66.1991
609,69.1907
610,98.4974
611,233.6276
612,63.1977
613,5012.9926
614,171.6298
615,287.1706
616,77.3642
617,247.4062
618,159.4192
619,134.3881
620,101.2265
621,103.125
622,103.9036
623,103.2935
624,99.3828
625,75.3743
626,75.1279
627,73.5306
628,73.9592
629,116.4638
630,77.9475
631,71.8095
632,70.882
633,66.6937
634,77.3429
635,5032.0021
636,102.5724
637,97.1132
638,102.2957
639,112.1011
640,63.4902
641,62.9358
642,66.834
643,71.1283
644,68.9525
645,63.7523
646,65.6089
647,61.4201
648,69.8854
649,94.3435
650,68.873
651,67.995
652,71.0439
653,77.7019
654,67.2128
655,66.2279
656,68.9916
657,70.8813
658,62.1634
659,64.5948
660,62.3402
661,60.8666
662,62.5401
663,66.0706
664,64.8148
665,62.7906
666,64.3513
667,63.7767
668,65.7418
669,63.6614
670,65.5859
671,65.6303
672,110.3107
673,62.8572
674,128.5045
675,63.8059
676,107.7462
677,67.159
678,69.7587
679,64.1516
680,60.414
681,61.2652
682,63.0613
683,65.4116
684,63.7858
685,61.2319
686,58.6114
687,59.9559
688,111.5479
689,98.0528
690,60.7748
691,61.7256
692,67.5183
693,68.6937
694,57.4443
695,62.8448
696,97.4626
697,53.3172
698,60.1583
699,56.6656
700,180.7286
701,52.0281
702,71.0758
703,50.3632
704,4388.959
705,52.628
706,50.074
707,48.7725
708,48.7701
709,48.9928
710,51.32
711,49.2178
712,49.7411
713,47.9381
714,49.967
715,48.1269
716,47.9827
717,47.6177
718,47.447
719,48.7999
720,47.3852
721,53.4427
722,47.1633
723,48.1976
724,46.7525
725,48.1252
726,46.4219
727,49.5243
728,49.1123
729,112.9257
730,94.6326
731,49.9066
732,51.263
733,49.0048
734,75.647
735,60.1619
736,96.992
737,55.0133
738,50.3698
739,50.8562
740,48.9538
741,49.0185
742,46.3048
743,47.7882
744,55.1419
745,38.02
746,4214.9124
747,146.1743
748,62.053
749,133.0519
750,93.2694
751,45.9555
752,71.553
753,98.6841
754,94.8884
755,66.7389
756,51.5354
757,45.3861
758,45.4603
759,46.4765
760,42.0843
761,43.5262
762,42.4009
763,46.8854
764,49.9911
765,59.6806
766,47.8057
767,43.1518
768,45.1705
769,42.792
770,36.7916
771,28.9652
772,33.5325
773,28.8927
774,28.2701
775,29.9172
776,73.0084
777,26.5851
778,29.2523
779,29.9874
780,29.2843
781,27.7782
782,28.2225
783,26.4585
784,72.0143
785,69.9305
786,28.1826
787,26.3677
788,29.3018
789,26.0159
790,25.5803
791,37.7685
792,28.5076
793,24.935
794,26.427
795,601.1391
796,576.8083
797,35.0267
798,43.9817
799,935.8929
800,45.9167
801,24.5427
802,48.5001
803,43.9259
804,55.7842
805,27.2726
806,25.1279
807,21.2933
808,21.2764
809,22.4219
810,24.6463
811,24.556
812,23.1371
813,25.2997
814,20.2566
815,23.3095
816,19.8099
817,20.4662
818,20.532
819,19.7097
820,19.7219
821,20.0647
822,20.0081
823,23.3581
824,19.2564
825,22.5215
826,19.4218
827,19.1616
828,21.6072
829,19.1641
830,19.0673
831,19.1203
832,21.0856
833,67.275
834,23.4342
835,67.4164
836,28.7114
837,23.1249
838,19.3304
839,23.4705
840,26.731
841,20.8733
842,25.8301
843,23.9259
844,23.4702
845,22.8958
846,22.5048
847,22.622
848,22.2457
849,22.3052
850,21.661
851,21.6396
852,1439.9157
853,76.0604
854,30.5281
855,64.0336
856,2161.8974
857,67.8409
858,43.5549
859,20.8089
860,17.3317
861,21.9103
862,20.0051
863,21.4831
864,20.8535
865,18.6235
866,18.2799
867,23.863
868,22.8423
869,20.8461
870,21.066
871,19.6293
872,20.289
873,17.2358
874,16.303
875,20.2593
876,17.4332
877,16.9369
878,73.8664
879,14.9797
880,15.1993
881,67.0743
882,14.7902
883,14.7032
884,14.31
885,13.971
886,13.6565
887,15.1014
888,839.3399
889,16.4595
890,16.5897
891,16.9206
892,14.8721
893,14.4036
894,48.0913
895,14.2545
896,54.4693
897,18.4745
898,13.7536
899,13.0269
900,13.8809
901,13.0391
902,12.257
903,11.4184
904,11.3547
905,11.1197
906,13.3799
907,2549.7718
908,14.3041
909,13.3649
910,13.7055
911,14.2041
912,13.7963
913,13.561
914,13.3584
915,11.9958
916,1867.7625
917,22.9544
918,12.5057
919,13.7707
920,12.4541
921,11.8955
922,14.1851
923,12.076
924,12.1778
925,12.1518
926,11.7022
927,11.5416
928,11.6409
929,15.2115
930,12.2361
931,12.4831
932,12.0181
933,11.908
934,12.1176
935,17.8572
936,11.0726
937,10.2472
938,9.9323
939,10.5084
940,10.1345
941,10.742
942,10.4515
943,9.9877
944,9.6359
945,10.2468
946,9.7554
947,9.687
948,10.2353
949,9.9454
950,5.1575
951,5.3305
952,5.5772
953,5.1653
954,5.4969
955,5.2508
956,5.5746
957,6.7838
958,5.6252
959,5.331
960,5.434
961,4.9179
962,5.3876
963,4.987
964,4.8493
965,4.7538
966,4.9344
967,6.8312
968,6.6824
969,5.377
970,4.5924
971,5.5328
972,4.9407
973,5.3531
974,6.235
975,4.9688
976,6.3844
977,5.9945
978,4.1131
979,4.6049
980,4.1306
981,4.1738
982,4.1834
983,4.151
984,4.6993
985,5.5903
986,5.3545
987,4.227
988,4.0524
989,4.8005
990,3.9458
991,3.8784
992,3.6073
993,3.4799
994,4.1439
995,3.2263
996,3.5487
997,3.1872
998,3.5511
